outbreak_id;code;focus_type;country;region;province;livestock_region;municipality;uvl;disease;no_of_affected_species;serotype;species;confirmation_date
2013/32_1;2013/32  ;Secundario;España;ANDALUCÍA;SEVILLA;ECIJA (LA CAMPIÑA);Luisiana, La;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;13/11/2013
2013/31_1;2013/31  ;Secundario;España;ANDALUCÍA;SEVILLA;ECIJA (LA CAMPIÑA);Écija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;13/11/2013
2013/30_1;2013/30  ;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Mairena del Aljarafe;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;13/11/2013
2013/29_1;2013/29  ;Secundario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);Cartaya;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;12/11/2013
2013/25_2;2013/25  ;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;Saucedilla;Badajoz;Lengua azul;1;1;Bovinos;08/11/2013
2013/26_2;2013/26  ;Secundario;España;EXTREMADURA;CÁCERES;CORIA;Zarza la Mayor;Badajoz;Lengua azul;1;1;Bovinos;08/11/2013
2013/24_2;2013/24  ;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Barrios, Los;Cádiz;Lengua azul;1;4;Silvestres (salvo jabalíes y aves);12/11/2013
2013/23_2;2013/23  ;Secundario;España;ANDALUCÍA;CÁDIZ;LITORAL;Conil de la Frontera;Cádiz;Lengua azul;1;4;Ovinos;12/11/2013
2013/22_2;2013/22  ;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;1;4;Ovinos;11/11/2013
2013/21_2;2013/21  ;Secundario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);Cartaya;Huelva;Lengua azul;1;4;Ovinos;11/11/2013
2013/20_3;2013/20  ;Secundario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);Cartaya;Huelva;Lengua azul;1;4;Ovinos;11/11/2013
2013/19_3;2013/19  ;Secundario;España;ANDALUCÍA;HUELVA;PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL);San Silvestre de Guzmán;Huelva;Lengua azul;1;4;Ovinos;11/11/2013
2013/18_3;2013/18  ;Secundario;España;ANDALUCÍA;HUELVA;PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL);San Silvestre de Guzmán;Huelva;Lengua azul;1;4;Ovinos;11/11/2013
2013/17_3;2013/17  ;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Algeciras;Cádiz;Lengua azul;1;4;Ovinos;11/11/2013
2013/16_3;2013/16  ;Secundario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);Niebla;Huelva;Lengua azul;1;4;Ovinos;08/11/2013
2013/15_3;2013/15  ;Secundario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);Almonte;Huelva;Lengua azul;1;4;Ovinos;08/11/2013
2013/14_3;2013/14  ;Secundario;España;ANDALUCÍA;HUELVA;VALVERDE DEL CAMINO (ANDEVALO ORIENTAL);Calañas;Huelva;Lengua azul;1;4;Ovinos;08/11/2013
2013/13_3;2013/13  ;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);Gaucín;Málaga;Lengua azul;1;4;Ovinos;08/11/2013
2013/12_3;2013/12  ;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);Gaucín;Málaga;Lengua azul;1;4;Ovinos;08/11/2013
2013/28_1;2013/28  ;Secundario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);Isla Cristina;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;05/11/2013
2013/27_1;2013/27  ;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Bollullos de la Mitación;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;05/11/2013
2013/3_4;2013/3   ;Secundario;España;ASTURIAS;ASTURIAS;VEGADEO;Castropol;Oviedo;Marteilia refringens (Inf. por);1;;Moluscos de cultivo;30/10/2013
2013/26_1;2013/26  ;Secundario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);Marchena;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;05/11/2013
2013/25_1;2013/25  ;Secundario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);Paradas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;05/11/2013
2013/24_1;2013/24  ;Secundario;España;ANDALUCÍA;SEVILLA;CARMONA (LOS ARCORES);Carmona;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;05/11/2013
2013/23_1;2013/23  ;Secundario;España;ANDALUCÍA;HUELVA;VALVERDE DEL CAMINO (ANDEVALO ORIENTAL);Nerva;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;05/11/2013
2013/1_6;2013/1   ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Algeciras;Cádiz;Marteilia refringens (Inf. por);1;;Moluscos de cultivo;30/10/2013
2013/2_4;2013/2   ;Secundario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);Isla Cristina;Huelva;Marteilia refringens (Inf. por);1;;Moluscos de cultivo;30/10/2013
2013/11_3;2013/11  ;Secundario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);Lucena del Puerto;Huelva;Lengua azul;1;4;Ovinos;04/11/2013
2013/10_3;2013/10  ;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Castellar de la Frontera;Cádiz;Lengua azul;1;4;Ovinos;29/10/2013
2013/9_3;2013/9   ;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);Gaucín;Málaga;Lengua azul;1;4;Ovinos;29/10/2013
2013/20_2;2013/20  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;SALAMANCA;Cantalpino;Salamanca;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;25/10/2013
2013/22_1;2013/22  ;Secundario;España;ANDALUCÍA;SEVILLA;CARMONA (LOS ARCORES);Carmona;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;25/10/2013
2013/19_2;2013/19  ;Primario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Fuente Obejuna;Córdoba;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;08/05/2013
2013/21_1;2013/21  ;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Huévar del Aljarafe;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;22/10/2013
2013/20_1;2013/20  ;Secundario;España;ANDALUCÍA;SEVILLA;CARMONA (LOS ARCORES);Campana, La;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;22/10/2013
2013/8_3;2013/8   ;Secundario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);Gibraleón;Huelva;Lengua azul;1;4;Ovinos;18/10/2013
2013/19_1;2013/19  ;Secundario;España;ANDALUCÍA;SEVILLA;CARMONA (LOS ARCORES);Carmona;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;18/10/2013
2013/7_3;2013/7   ;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Lengua azul;1;4;Ovinos;18/10/2013
2013/6_3;2013/6   ;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Lengua azul;1;4;Ovinos;18/10/2013
2013/5_3;2013/5   ;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Lengua azul;1;4;Ovinos;18/10/2013
2013/18_2;2013/18  ;Primario;España;CASTILLA LA MANCHA;GUADALAJARA;MOLINA DE ARAGÓN;Corduente;Guadalajara;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;09/10/2013
2013/18_1;2013/18  ;Secundario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);Guillena;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;14/10/2013
2013/16_2;2013/16  ;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Constantina;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;15/10/2013
2013/17_2;2013/17  ;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Benacazón;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;15/10/2013
2013/4_3;2013/4   ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Castellar de la Frontera;Cádiz;Lengua azul;1;4;Ovinos;15/10/2013
2013/3_3;2013/3   ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;Herreruela de Oropesa;Toledo;Lengua azul;1;1;Bovinos;15/10/2013
2013/15_2;2013/15  ;Secundario;España;ANDALUCÍA;HUELVA;VALVERDE DEL CAMINO (ANDEVALO ORIENTAL);Campillo, El;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;11/10/2013
2013/14_2;2013/14  ;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Constantina;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;04/10/2013
2013/11_2;2013/11  ;Secundario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);Puebla de los Infantes, La;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;04/10/2013
2013/12_2;2013/12  ;Secundario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);Cantillana;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;04/10/2013
2013/13_2;2013/13  ;Secundario;España;ANDALUCÍA;HUELVA;VALVERDE DEL CAMINO (ANDEVALO ORIENTAL);Nerva;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;04/10/2013
2013/9_2;2013/9   ;Secundario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);Utrera;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;27/09/2013
2013/10_2;2013/10  ;Secundario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);Utrera;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;27/09/2013
2013/17_1;2013/17  ;Primario;España;CASTILLA LA MANCHA;CIUDAD REAL;ALMODOVAR DEL CAMPO;Almodóvar del Campo;Ciudad Real;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;10/09/2013
2013/8_2;2013/8   ;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Almadén de la Plata;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;24/09/2013
2013/7_2;2013/7   ;Secundario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);Castilblanco de los Arroyos;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;24/09/2013
2013/16_1;2013/16  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;Trebujena;Cádiz;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;17/09/2013
2013/15_1;2013/15  ;Primario;España;NAVARRA;NAVARRA;SANTESTEBAN;Eratsun;Pamplona;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;16/09/2013
2013/6_2;2013/6   ;Secundario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);Palma del Condado, La;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;17/09/2013
2013/5_2;2013/5   ;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Almadén de la Plata;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;11/09/2013
2013/1_5;2013/1   ;Primario;España;GALICIA;OURENSE;VERIN;Vilardevós;Ourense;Brucella melitensis (Inf. por);2;Brucella melitensis;Caprinos, Ovinos;05/09/2013
2013/14_1;2013/14  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;MADRIDEJOS;Consuegra;Toledo;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;31/07/2013
2013/1_4;2013/1   ;Secundario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);Castilblanco de los Arroyos;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;29/08/2013
2013/2_3;2013/2   ;Primario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Sanlúcar la Mayor;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;29/08/2013
2013/3_2;2013/3   ;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Huévar del Aljarafe;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;29/08/2013
2013/4_2;2013/4   ;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Bollullos de la Mitación;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;29/08/2013
2013/11_1;2013/11  ;Primario;España;EXTREMADURA;BADAJOZ;ZAFRA;Usagre;Badajoz;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;27/06/2013
2013/13_1;2013/13  ;Primario;España;EXTREMADURA;BADAJOZ;CASTUERA;Zalamea de la Serena;Badajoz;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;01/07/2013
2013/12_1;2013/12  ;Primario;España;EXTREMADURA;CÁCERES;TRUJILLO;Madroñera;Badajoz;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;27/06/2013
2013/10_1;2013/10  ;Primario;España;ARAGÓN;HUESCA;GRAUS;Benabarre;Huesca;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;30/07/2013
2013/9_1;2013/9   ;Primario;España;CASTILLA LA MANCHA;ALBACETE;BALAZOTE;Ballestero, El;Albacete;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;19/06/2013
2013/8_1;2013/8   ;Primario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Madroño, El;Sevilla;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;20/06/2013
2013/7_1;2013/7   ;Primario;España;CASTILLA Y LEÓN;SORIA;SORIA;Arévalo de la Sierra;Soria;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;19/06/2013
2013/6_1;2013/6   ;Primario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);Alhaurín de la Torre;Málaga;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;07/06/2013
2013/1_3;2013/1   ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TOLEDO;Toledo;Toledo;Rabia (Inf. por el virus de la);1;;Perros;05/06/2013
2013/1_2;2013/1   ;Primario;España;CATALUÑA;LLEIDA;SEGRIA (LLEIDA);Gimenells i el Pla de la Font;Lleida;Influenza Aviar de Baja Patogenicidad en Aves de Corral;1;H7;Aves de corral;17/05/2013
2013/5_1;2013/5   ;Primario;España;EXTREMADURA;BADAJOZ;ZAFRA;Hinojosa del Valle;Badajoz;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;30/04/2013
2013/4_1;2013/4   ;Primario;España;GALICIA;A CORUÑA;FERROL;San Sadurniño;Coruña;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;18/04/2013
2013/3_1;2013/3   ;Primario;España;ARAGÓN;TERUEL;CALAMOCHA;Fuentes Claras;Teruel;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;27/03/2013
2013/2_2;2013/2   ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Lengua azul;1;4;Bovinos;22/03/2013
2012/29_1;2012/29  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;MADRIDEJOS;Consuegra;Toledo;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;07/12/2012
2012/28_1;2012/28  ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Errezil;San Sebastián;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;27/02/2012
2013/2_1;2013/2   ;Primario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);Puebla de Cazalla, La;Sevilla;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;06/02/2013
2013/1_1;2013/1   ;Primario;España;MADRID;MADRID;ARGANDA DEL REY;Nuevo Baztán;Madrid;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;16/01/2013
2012/26_1;2012/26  ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Albiztur;San Sebastián;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;20/12/2012
2012/27_1;2012/27  ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Berastegi;San Sebastián;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;20/12/2012
2012/24_1;2012/24  ;Primario;España;ANDALUCÍA;HUELVA;VALVERDE DEL CAMINO (ANDEVALO ORIENTAL);Cerro de Andévalo, El;Huelva;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;05/12/2012
2012/23_1;2012/23  ;Primario;España;MADRID;MADRID;ARANJUEZ;Aranjuez;Madrid;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;30/11/2012
2012/25_1;2012/25  ;Primario;España;CANARIAS;TENERIFE;S/C TENERIFE;Granadilla de Abona;Tenerife;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;30/11/2012
2012/4_4;2012/4   ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;Conil de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;23/11/2012
2012/3_4;2012/3   ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;05/11/2012
2012/6_3;2012/6   ;Secundario;España;EXTREMADURA;CÁCERES;CORIA;Zarza la Mayor;Badajoz;Lengua azul;1;1;Bovinos;05/11/2012
2012/7_3;2012/7   ;Primario;España;EXTREMADURA;CÁCERES;PLASENCIA;Malpartida de Plasencia;Badajoz;Lengua azul;1;1;Bovinos;05/11/2012
2012/2_4;2012/2   ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;Puerto de Santa María, El;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;26/10/2012
2012/22_1;2012/22  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Baza;Granada;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;09/10/2012
2012/8_2;2012/8   ;Primario;España;GALICIA;LUGO;SARRIA;Paradela;Lugo;Encefalopatía espongiforme bovina;1;;Bovinos;27/09/2012
2012/21_1;2012/21  ;Primario;España;CASTILLA Y LEÓN;SORIA;SAN LEONARDO DE YAGÜE;Espeja de San Marcelino;Soria;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;27/09/2012
2012/20_1;2012/20  ;Primario;España;CASTILLA Y LEÓN;SEGOVIA;RIAZA;Campo de San Pedro;Segovia;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;20/09/2012
2012/7_2;2012/7   ;Primario;España;ASTURIAS;ASTURIAS;CANGAS DE ONIS;Cabrales;Oviedo;Encefalopatía espongiforme bovina;1;;Bovinos;29/08/2012
2012/19_1;2012/19  ;Primario;España;GALICIA;LUGO;MEIRA;Pontenova, A;Lugo;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;04/09/2012
2012/18_1;2012/18  ;Primario;España;ARAGÓN;ZARAGOZA;CARIÑENA;Alfamén;Zaragoza;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;16/08/2012
2012/17_1;2012/17  ;Primario;España;ANDALUCÍA;HUELVA;PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL);Alosno;Huelva;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;02/08/2012
2012/6_2;2012/6   ;Primario;España;GALICIA;PONTEVEDRA;DEZA;Rodeiro;Pontevedra;Encefalopatía espongiforme bovina;1;;Bovinos;16/08/2012
2012/5_3;2012/5   ;Primario;España;GALICIA;PONTEVEDRA;DEZA;Dozón;Pontevedra;Encefalopatía espongiforme bovina;1;;Bovinos;14/08/2012
2012/4_3;2012/4   ;Primario;España;EXTREMADURA;CÁCERES;TRUJILLO;Trujillo;Badajoz;Encefalopatía espongiforme bovina;1;;Bovinos;12/07/2012
2012/16_1;2012/16  ;Primario;España;ARAGÓN;ZARAGOZA;ZUERA;Villanueva de Gállego;Zaragoza;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;12/07/2012
2012/15_1;2012/15  ;Primario;España;ARAGÓN;ZARAGOZA;EJEA DE LOS CABALLEROS;Ejea de los Caballeros;Zaragoza;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;10/07/2012
2012/14_1;2012/14  ;Primario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );Alcaracejos;Córdoba;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;10/07/2012
2012/13_1;2012/13  ;Primario;España;CANARIAS;LAS PALMAS;LAS PALMAS;Arucas;Las Palmas;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;03/07/2012
2012/12_1;2012/12  ;Primario;España;EXTREMADURA;BADAJOZ;CASTUERA;Castuera;Badajoz;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;28/05/2012
2012/11_1;2012/11  ;Primario;España;EXTREMADURA;BADAJOZ;ZAFRA;Reina;Badajoz;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;28/05/2012
2011/37_1;2011/37  ;Primario;España;CASTILLA LA MANCHA;CIUDAD REAL;MALAGÓN;Fuente el Fresno;Ciudad Real;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;11/04/2011
2012/10_1;2012/10  ;Primario;España;ARAGÓN;HUESCA;SARIÑENA;Sariñena;Huesca;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;28/05/2012
2012/9_1;2012/9   ;Primario;España;ARAGÓN;ZARAGOZA;BORJA;Novillas;Zaragoza;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;18/05/2012
2012/8_1;2012/8   ;Primario;España;ARAGÓN;TERUEL;TERUEL;Teruel;Teruel;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;07/05/2012
2012/3_3;2012/3   ;Primario;España;ASTURIAS;ASTURIAS;NAVIA;Navia;Oviedo;Encefalopatía espongiforme bovina;1;;Bovinos;04/05/2012
2012/7_1;2012/7   ;Primario;España;EXTREMADURA;BADAJOZ;BADAJOZ;Roca de la Sierra, La;Badajoz;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;26/04/2012
2012/5_2;2012/5   ;Primario;España;CASTILLA Y LEÓN;BURGOS;LERMA;Mecerreyes;Burgos;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;07/02/2012
2012/4_2;2012/4   ;Primario;España;MADRID;MADRID;TORRELAGUNA;Torrelaguna;Madrid;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;12/03/2012
2012/6_1;2012/6   ;Primario;España;EXTREMADURA;BADAJOZ;AZUAGA;Valencia de las Torres;Badajoz;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;02/03/2012
2012/3_2;2012/3   ;Primario;España;CASTILLA LA MANCHA;CUENCA;MOTILLA DEL PALANCAR;Tébar;Cuenca;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;16/02/2012
2012/5_1;2012/5   ;Secundario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);Villalba del Alcor;Huelva;Lengua azul;1;4;Silvestres (salvo jabalíes y aves);02/03/2012
2012/4_1;2012/4   ;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Olivares;Sevilla;Lengua azul;1;4;Bovinos;02/03/2012
2012/3_1;2012/3   ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);Almonte;Huelva;Lengua azul;1;4;Caprinos;02/03/2012
2012/2_3;2012/2   ;Primario;España;ARAGÓN;HUESCA;JACA;Bailo;Huesca;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;21/02/2012
2012/1_4;2012/1   ;Primario;España;ARAGÓN;HUESCA;JACA;Puente la Reina de Jaca;Huesca;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;09/02/2012
2011/36_1;2011/36  ;Primario;España;CASTILLA LA MANCHA;CIUDAD REAL;MALAGÓN;Malagón;Ciudad Real;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;22/11/2011
2012/2_2;2012/2   ;Primario;España;CASTILLA Y LEÓN;PALENCIA;PALENCIA;Villaumbrales;Palencia;Encefalopatía espongiforme bovina;1;;Bovinos;13/01/2012
2011/35_1;2011/35  ;Primario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );Dos Torres;Córdoba;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;23/12/2011
2012/1_3;2012/1   ;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;Jerez de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;04/01/2012
2012/2_1;2012/2   ;Secundario;España;EXTREMADURA;CÁCERES;TRUJILLO;Trujillo;Badajoz;Lengua azul;1;1;Bovinos;05/01/2012
2012/1_2;2012/1   ;Secundario;España;EXTREMADURA;CÁCERES;CACERES;Cáceres;Badajoz;Lengua azul;1;1;Bovinos;05/01/2012
2012/1_1;2012/1   ;Primario;España;GALICIA;A CORUÑA;TEIXEIRO;Aranga;Coruña;Encefalopatía espongiforme bovina;1;;Bovinos;04/01/2012
2011/34_1;2011/34  ;Primario;España;ARAGÓN;ZARAGOZA;ARIZA;Ariza;Zaragoza;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;28/12/2011
2011/33_1;2011/33  ;Primario;España;ARAGÓN;TERUEL;ALCORISA;Seno;Teruel;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;28/12/2011
2011/32_1;2011/32  ;Primario;España;ARAGÓN;TERUEL;CANTAVIEJA;Castellote;Teruel;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;28/12/2011
2011/31_1;2011/31  ;Primario;España;ARAGÓN;ZARAGOZA;ARIZA;Alhama de Aragón;Zaragoza;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;20/12/2011
