outbreak_id;code;focus_type;country;region;province;livestock_region;municipality;uvl;disease;no_of_affected_species;serotype;species;confirmation_date
2022/23_4;2022/23  ;Secundario;España;CASTILLA LA MANCHA;CUENCA;MOTILLA DEL PALANCAR;Tébar;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;28/11/2022
2022/22_5;2022/22  ;Secundario;España;CASTILLA LA MANCHA;CUENCA;SAN CLEMENTE;Alberca de Záncara, La;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;28/11/2022
2022/22_4;2022/22  ;Primario;España;MURCIA;MURCIA;ALTIPLANO (JUMILLA);Blanca;Murcia;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;02/11/2022
2022/140_1;2022/140 ;Primario;España;PAÍS VASCO;ÁLAVA;ARABA-ALAVA;Iruña Oka/Iruña de Oca;Vitoria;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;28/11/2022
2022/21_5;2022/21  ;Primario;España;CASTILLA Y LEÓN;ZAMORA;ZAMORA;Torres del Carrizal;Zamora;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;28/11/2022
2022/139_1;2022/139 ;Primario;España;MURCIA;MURCIA;HUERTA-MURCIA (MURCIA);Murcia;Murcia;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;28/11/2022
2022/138_1;2022/138 ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;SALAMANCA;Salamanca;Salamanca;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;10/11/2022
2022/137_1;2022/137 ;Primario;España;CANTABRIA;CANTABRIA;GAMA (BARCENA DE CICERO);Santoña;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;22/11/2022
2022/2_12;2022/2   ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Jimena de la Frontera;Cádiz;Enfermedad hemorrágica epizoótica;1;;Bovinos;18/11/2022
2022/1_13;2022/1   ;Primario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Pedroso, El;Sevilla;Enfermedad hemorrágica epizoótica;1;;Bovinos;18/11/2022
2022/51_2;2022/51  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TORRIJOS;Almorox;Toledo;Lengua azul;1;4;Bovinos;07/11/2022
2022/4_8;2022/4   ;Secundario;España;ASTURIAS;ASTURIAS;CANGAS DE ONIS;Cangas de Onís;Oviedo;Carbunco bacteridiano;1;;Bovinos;17/11/2022
2022/20_5;2022/20  ;Primario;España;NAVARRA;NAVARRA;ELIZONDO;Baztan;Pamplona;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;14/11/2022
2022/50_2;2022/50  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;Caleruela;Toledo;Lengua azul;1;4;Ovinos;15/11/2022
2022/49_2;2022/49  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;Valdeverdeja;Toledo;Lengua azul;1;4;Ovinos;15/11/2022
2022/48_2;2022/48  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;Oropesa;Toledo;Lengua azul;1;4;Ovinos;15/11/2022
2022/47_2;2022/47  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;Oropesa;Toledo;Lengua azul;1;4;Ovinos;15/11/2022
2022/46_2;2022/46  ;Primario;España;CASTILLA Y LEÓN;ÁVILA;CANDELEDA;Candeleda;Ávila;Lengua azul;1;4;Bovinos;15/11/2022
2022/45_2;2022/45  ;Primario;España;EXTREMADURA;CÁCERES;PLASENCIA;Carcaboso;Badajoz;Lengua azul;1;4;Bovinos;11/11/2022
2022/44_1;2022/44  ;Primario;España;EXTREMADURA;BADAJOZ;BADAJOZ;Badajoz;Badajoz;Lengua azul;1;4;Caprinos;11/11/2022
2022/43_1;2022/43  ;Primario;España;EXTREMADURA;CÁCERES;TRUJILLO;Trujillo;Badajoz;Lengua azul;1;4;Bovinos;11/11/2022
2022/135_1;2022/135 ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Mutriku;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;11/10/2022
2022/134_1;2022/134 ;Primario;España;PAÍS VASCO;ÁLAVA;ARABA-ALAVA;Vitoria-Gasteiz;Vitoria;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;25/10/2022
2022/39_2;2022/39  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;FUENTE DE SAN ESTEBAN LA;Castraz;Salamanca;Lengua azul;1;4;Bovinos;11/11/2022
2022/42_2;2022/42  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;FUENTE DE SAN ESTEBAN LA;Buenamadre;Salamanca;Lengua azul;1;4;Bovinos;11/11/2022
2022/41_2;2022/41  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;TAMAMES;Tejeda y Segoyuela;Salamanca;Lengua azul;1;4;Bovinos;11/11/2022
2022/40_2;2022/40  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;FUENTE DE SAN ESTEBAN LA;Villalba de los Llanos;Salamanca;Lengua azul;1;4;Bovinos;11/11/2022
2022/38_2;2022/38  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;4;Bovinos;08/11/2022
2022/133_1;2022/133 ;Primario;España;GALICIA;A CORUÑA;ORDES;Cerceda;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;10/11/2022
2022/15_6;2022/15  ;Primario;España;CATALUÑA;LLEIDA;SEGRIA (LLEIDA);Torres de Segre;Lleida;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;03/11/2022
2022/7_7;2022/7   ;Primario;España;ASTURIAS;ASTURIAS;SIERO;Llanera;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;09/11/2022
2022/19_5;2022/19  ;Primario;España;CASTILLA Y LEÓN;LEÓN;CISTIERNA;Prado de la Guzpeña;León;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;07/11/2022
2022/37_2;2022/37  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA;Talavera de la Reina;Talavera De La Reina;Lengua azul;1;4;Bovinos;07/11/2022
2022/3_11;2022/3   ;Primario;España;ASTURIAS;ASTURIAS;CANGAS DE ONIS;Onís;Oviedo;Carbunco bacteridiano;1;;Bovinos;04/11/2022
2022/14_6;2022/14  ;Primario;España;CASTILLA Y LEÓN;ÁVILA;EL BARRACO;Barraco, El;Ávila;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;27/10/2022
2022/132_1;2022/132 ;Primario;España;GALICIA;LUGO;A MARIÑA OCCIDENTAL;Viveiro;Lugo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;07/11/2022
2022/131_1;2022/131 ;Primario;España;GALICIA;A CORUÑA;XALLAS-MUROS;Carnota;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;14/10/2022
2022/130_1;2022/130 ;Primario;España;GALICIA;LUGO;A MARIÑA CENTRAL;Foz;Lugo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;14/10/2022
2022/129_1;2022/129 ;Primario;España;GALICIA;PONTEVEDRA;VIGO-O BAIXO MIÑO;Oia;Pontevedra;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;28/10/2022
2022/36_3;2022/36  ;Primario;España;CASTILLA Y LEÓN;ÁVILA;CANDELEDA;Candeleda;Ávila;Lengua azul;1;4;Ovinos;07/11/2022
2022/21_4;2022/21  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Benamaurel;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;07/11/2022
2022/20_4;2022/20  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Benamaurel;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;07/11/2022
2022/35_3;2022/35  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;Torrico;Toledo;Lengua azul;1;4;Ovinos;04/11/2022
2022/34_3;2022/34  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;Calzada de Oropesa;Toledo;Lengua azul;2;4;Bovinos, Ovinos;02/11/2022
2022/33_3;2022/33  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;BELVIS DE LA JARA;Estrella, La;Toledo;Lengua azul;1;4;Ovinos;02/11/2022
2022/32_3;2022/32  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;BELVIS DE LA JARA;Estrella, La;Toledo;Lengua azul;1;4;Ovinos;02/11/2022
2022/18_5;2022/18  ;Primario;España;ASTURIAS;ASTURIAS;LENA;Morcín;Oviedo;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;02/11/2022
2022/31_3;2022/31  ;Primario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;Membrío;Badajoz;Lengua azul;1;4;Ovinos;02/11/2022
2022/17_5;2022/17  ;Primario;España;ARAGÓN;TERUEL;ALCAÑIZ;Alcañiz;Teruel;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;27/10/2022
2022/128_1;2022/128 ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;Santurtzi;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;28/10/2022
2022/13_6;2022/13  ;Primario;España;CATALUÑA;LLEIDA;PLA D'URGELL (MOLLERUSSA);Bellvís;Lleida;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;28/10/2022
2022/12_6;2022/12  ;Primario;España;CATALUÑA;LLEIDA;SEGRIA (LLEIDA);Torres de Segre;Lleida;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;28/10/2022
2022/11_6;2022/11  ;Primario;España;CATALUÑA;LLEIDA;SEGRIA (LLEIDA);Alpicat;Lleida;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;28/10/2022
2022/30_3;2022/30  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;Saelices el Chico;Ciudad Rodrigo;Lengua azul;1;4;Bovinos;02/11/2022
2022/29_3;2022/29  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;SEQUEROS;Sotoserrano;Salamanca;Lengua azul;1;4;Caprinos;02/11/2022
2022/28_3;2022/28  ;Primario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);Alozaina;Málaga;Lengua azul;1;4;Bovinos;31/10/2022
2022/19_4;2022/19  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Benamaurel;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;02/11/2022
2022/18_4;2022/18  ;Primario;España;ANDALUCÍA;ALMERÍA;ALTO ALMANZORA;Oria;Almería;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;31/10/2022
2022/27_3;2022/27  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;BELVIS DE LA JARA;Belvís de la Jara;Toledo;Lengua azul;1;4;Caprinos;27/10/2022
2022/26_3;2022/26  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA;Talavera de la Reina;Talavera De La Reina;Lengua azul;1;4;Bovinos;27/10/2022
2022/25_3;2022/25  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;Oropesa;Toledo;Lengua azul;1;4;Ovinos;27/10/2022
2022/24_3;2022/24  ;Primario;España;EXTREMADURA;CÁCERES;CORIA;Portezuelo;Badajoz;Lengua azul;1;4;Bovinos;21/10/2022
2022/23_3;2022/23  ;Primario;España;ANDALUCÍA;CÓRDOBA;MONTORO (ALTO GUADALQUIVIR);Montoro;Córdoba;Lengua azul;1;4;Ovinos;26/10/2022
2022/22_3;2022/22  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;Torrico;Toledo;Lengua azul;1;4;Ovinos;25/10/2022
2022/21_3;2022/21  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;Oropesa;Toledo;Lengua azul;1;4;Ovinos;25/10/2022
2022/127_1;2022/127 ;Primario;España;ASTURIAS;ASTURIAS;VILLAVICIOSA;Villaviciosa;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;21/10/2022
2022/126_1;2022/126 ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;Zierbena;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;21/10/2022
2022/125_1;2022/125 ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;Lemoiz;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;19/10/2022
2022/124_1;2022/124 ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;Bakio;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;19/10/2022
2022/123_1;2022/123 ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;Gorliz;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;11/10/2022
2022/122_1;2022/122 ;Primario;España;PAÍS VASCO;ÁLAVA;ARABA-ALAVA;Vitoria-Gasteiz;Vitoria;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;21/10/2022
2022/121_1;2022/121 ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Irun;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;21/10/2022
2022/120_1;2022/120 ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Gaztelu;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;21/10/2022
2022/119_1;2022/119 ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Mutriku;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;20/10/2022
2022/118_1;2022/118 ;Primario;España;ASTURIAS;ASTURIAS;GIJON;Gijón;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;21/10/2022
2022/117_1;2022/117 ;Primario;España;ASTURIAS;ASTURIAS;PRAVIA;Castrillón;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;21/10/2022
2022/20_3;2022/20  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;4;Ovinos;18/10/2022
2022/19_3;2022/19  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;4;Ovinos;18/10/2022
2022/18_3;2022/18  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;4;Ovinos;18/10/2022
2022/3_10;2022/3   ;Primario;España;ANDALUCÍA;HUELVA;CORTEGANA (SIERRA OCCIDENTAL);Nava, La;Huelva;Enfermedad de Aujeszky;1;;Porcinos;20/10/2022
2022/2_11;2022/2   ;Primario;España;ANDALUCÍA;HUELVA;CORTEGANA (SIERRA OCCIDENTAL);Nava, La;Huelva;Enfermedad de Aujeszky;1;;Porcinos;20/10/2022
2022/116_1;2022/116 ;Primario;España;CANTABRIA;CANTABRIA;SOLARES (MEDIO CUDEYO);Ribamontán al Mar;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;19/10/2022
2022/115_1;2022/115 ;Primario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);Punta Umbría;Huelva;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;19/10/2022
2022/114_1;2022/114 ;Primario;España;CANTABRIA;CANTABRIA;GAMA (BARCENA DE CICERO);Santoña;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;14/10/2022
2022/113_1;2022/113 ;Primario;España;CANTABRIA;CANTABRIA;CABEZÓN DE LA SAL;Comillas;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;14/10/2022
2022/112_1;2022/112 ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;Conil de la Frontera;Cádiz;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;18/10/2022
2022/17_4;2022/17  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Baza;Granada;Viruela ovina y viruela caprina;1;;Ovinos;18/10/2022
2022/111_1;2022/111 ;Primario;España;CATALUÑA;GIRONA;ALT EMPORDA (FIGUERES);Castelló d'Empúries;Girona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;14/10/2022
2022/17_3;2022/17  ;Primario;España;EXTREMADURA;CÁCERES;CACERES;Casar de Cáceres;Badajoz;Lengua azul;1;4;Bovinos;14/10/2022
2022/16_5;2022/16  ;Primario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;Salorino;Badajoz;Lengua azul;1;4;Caprinos;14/10/2022
2022/15_5;2022/15  ;Primario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;Rosalejo;Badajoz;Lengua azul;1;4;Caprinos;14/10/2022
2022/14_5;2022/14  ;Primario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;Saucedilla;Badajoz;Lengua azul;1;4;Bovinos;14/10/2022
2022/13_5;2022/13  ;Primario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;Membrío;Badajoz;Lengua azul;1;4;Bovinos;14/10/2022
2022/104_1;2022/104 ;Primario;España;ASTURIAS;ASTURIAS;VILLAVICIOSA;Colunga;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;14/10/2022
2022/105_1;2022/105 ;Primario;España;ASTURIAS;ASTURIAS;LUARCA;Valdés;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;14/10/2022
2022/110_1;2022/110 ;Primario;España;ASTURIAS;ASTURIAS;GIJON;Gozón;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;14/10/2022
2022/107_1;2022/107 ;Primario;España;ASTURIAS;ASTURIAS;GIJON;Carreño;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;14/10/2022
2022/106_1;2022/106 ;Primario;España;ASTURIAS;ASTURIAS;VEGADEO;Tapia de Casariego;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;14/10/2022
2022/10_6;2022/10  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;14/10/2022
2022/9_6;2022/9   ;Primario;España;CATALUÑA;TARRAGONA;ALT CAMP ( VALLS );Rodonyà;Tarragona;Fiebre del Nilo Occidental (West Nile);1;;Equidos;14/10/2022
2022/12_5;2022/12  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;4;Ovinos;14/10/2022
2022/1_12;2022/1   ;Primario;España;GALICIA;OURENSE;O CARBALLIÑO;San Cristovo de Cea;Ourense;Brucella suis (Inf. por);1;;Ovinos;11/10/2022
2022/16_4;2022/16  ;Primario;España;CASTILLA LA MANCHA;CUENCA;BELMONTE;Villaescusa de Haro;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;13/10/2022
2022/15_4;2022/15  ;Primario;España;CASTILLA LA MANCHA;CUENCA;BELMONTE;Villaescusa de Haro;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;13/10/2022
2022/103_1;2022/103 ;Primario;España;CANTABRIA;CANTABRIA;SAN VICENTE DE LA BARQUERA;San Vicente de la Barquera;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;11/10/2022
2022/102_1;2022/102 ;Primario;España;CANTABRIA;CANTABRIA;TORRELAVEGA;Alfoz de Lloredo;Torrelavega;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;11/10/2022
2022/101_1;2022/101 ;Primario;España;ANDALUCÍA;CÓRDOBA;POSADAS (VEGA DEL GUADALQUIVIR);Córdoba;Córdoba;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;11/10/2022
2022/14_4;2022/14  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Cúllar;Granada;Viruela ovina y viruela caprina;1;;Ovinos;10/10/2022
2022/13_4;2022/13  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Cúllar;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;10/10/2022
2022/100_1;2022/100 ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Zumaia;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;06/10/2022
2022/99_1;2022/99  ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Donostia/San Sebastián;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;06/10/2022
2022/98_1;2022/98  ;Primario;España;GALICIA;A CORUÑA;TERRA DE SONEIRA;Camariñas;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;06/10/2022
2022/97_1;2022/97  ;Primario;España;GALICIA;A CORUÑA;FERROL;Ferrol;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;06/10/2022
2022/96_1;2022/96  ;Primario;España;GALICIA;A CORUÑA;O SAR-BARBANZA;Ribeira;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;06/10/2022
2022/95_1;2022/95  ;Primario;España;CANTABRIA;CANTABRIA;GAMA (BARCENA DE CICERO);Santoña;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;06/10/2022
2022/94_1;2022/94  ;Primario;España;CATALUÑA;GIRONA;ALT EMPORDA (FIGUERES);Castelló d'Empúries;Girona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;06/10/2022
2022/12_4;2022/12  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Benamaurel;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;06/10/2022
2022/11_5;2022/11  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Benamaurel;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;03/10/2022
2022/10_5;2022/10  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Benamaurel;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;03/10/2022
2022/86_1;2022/86  ;Primario;España;ASTURIAS;ASTURIAS;LLANES;Llanes;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;28/09/2022
2022/91_1;2022/91  ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Azkoitia;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;28/09/2022
2022/93_1;2022/93  ;Primario;España;GALICIA;PONTEVEDRA;VIGO-O BAIXO MIÑO;Vigo;Pontevedra;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;26/09/2022
2022/92_1;2022/92  ;Primario;España;GALICIA;PONTEVEDRA;O SALNÉS;Sanxenxo;Pontevedra;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;26/09/2022
2022/90_1;2022/90  ;Primario;España;ASTURIAS;ASTURIAS;RIBADESELLA;Ribadesella;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;28/09/2022
2022/89_1;2022/89  ;Primario;España;CANTABRIA;CANTABRIA;GAMA (BARCENA DE CICERO);Colindres;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;28/09/2022
2022/87_1;2022/87  ;Primario;España;CASTILLA LA MANCHA;CIUDAD REAL;MALAGÓN;Ciudad Real;Ciudad Real;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;26/09/2022
2022/88_1;2022/88  ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);Almonte;Huelva;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;28/09/2022
2022/9_5;2022/9   ;Primario;España;CASTILLA LA MANCHA;CUENCA;BELMONTE;Villaescusa de Haro;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;28/09/2022
2022/8_6;2022/8   ;Primario;España;CASTILLA LA MANCHA;CUENCA;BELMONTE;Villaescusa de Haro;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;28/09/2022
2022/7_6;2022/7   ;Primario;España;CASTILLA LA MANCHA;CUENCA;BELMONTE;Villaescusa de Haro;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;28/09/2022
2022/6_7;2022/6   ;Primario;España;CASTILLA LA MANCHA;CUENCA;BELMONTE;Villaescusa de Haro;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;28/09/2022
2022/5_7;2022/5   ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);Benamaurel;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;28/09/2022
2022/8_5;2022/8   ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;Vejer de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;27/09/2022
2022/83_1;2022/83  ;Primario;España;CANTABRIA;CANTABRIA;GAMA (BARCENA DE CICERO);Laredo;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;26/09/2022
2022/85_1;2022/85  ;Primario;España;CANTABRIA;CANTABRIA;GAMA (BARCENA DE CICERO);Castro-Urdiales;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;26/09/2022
2022/84_1;2022/84  ;Primario;España;CANTABRIA;CANTABRIA;SANTANDER;Santander;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;26/09/2022
2022/82_1;2022/82  ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Hondarribia;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;27/09/2022
