"","code","focus_type","country","region","province","livestock_region","international_region","municipality","uvl","disease","n_affected_species","serotype","species","susceptible","affected","confirmation_date","outbreak_n","index","outbreak_id"
"2031","2014/304","Secundario","España","EXTREMADURA","BADAJOZ","ZAFRA",NA,"Puebla del Maestre","Badajoz","Bluetongue",1,"04","Ovinos","57","0",2014-11-11,1,2031,"2014/304_1"
"2032","2014/305","Secundario","España","EXTREMADURA","BADAJOZ","ZAFRA",NA,"Puebla del Maestre","Badajoz","Bluetongue",1,"04","Ovinos","520","0",2014-11-11,1,2032,"2014/305_1"
"2033","2014/306","Secundario","España","EXTREMADURA","CÁCERES","LOGROSAN (ZORITA)",NA,"Logrosán","Badajoz","Bluetongue",1,"04","Ovinos","160","14",2014-11-14,1,2033,"2014/306_1"
"2034","2014/307","Secundario","España","EXTREMADURA","CÁCERES","LOGROSAN (ZORITA)",NA,"Logrosán","Badajoz","Bluetongue",1,"04","Ovinos","130","19",2014-11-14,1,2034,"2014/307_1"
"2035","2014/308","Secundario","España","EXTREMADURA","BADAJOZ","DON BENITO",NA,"Acedera","Badajoz","Bluetongue",1,"04","Ovinos","431","0",2014-11-14,1,2035,"2014/308_1"
"2036","2014/309","Secundario","España","EXTREMADURA","BADAJOZ","DON BENITO",NA,"Orellana de la Sierra","Badajoz","Bluetongue",1,"04","Ovinos","712","0",2014-11-14,1,2036,"2014/309_1"
"2037","2014/310","Secundario","España","EXTREMADURA","BADAJOZ","ZAFRA",NA,"Santos de Maimona, Los","Badajoz","Bluetongue",1,"04","Bovinos","50","0",2014-11-14,1,2037,"2014/310_1"
"2038","2014/300","Secundario","España","EXTREMADURA","BADAJOZ","AZUAGA",NA,"Granja de Torrehermosa","Badajoz","Bluetongue",1,"04","Ovinos","700","0",2014-11-07,1,2038,"2014/300_1"
"2039","2014/293","Secundario","España","EXTREMADURA","BADAJOZ","ZAFRA",NA,"Hornachos","Badajoz","Bluetongue",1,"04","Bovinos","189","0",2014-11-11,1,2039,"2014/293_1"
"2040","2014/294","Secundario","España","EXTREMADURA","CÁCERES","LOGROSAN (ZORITA)",NA,"Logrosán","Badajoz","Bluetongue",1,"04","Bovinos","84","0",2014-11-11,1,2040,"2014/294_1"
"2041","2014/295","Secundario","España","EXTREMADURA","CÁCERES","LOGROSAN (ZORITA)",NA,"Guadalupe","Badajoz","Bluetongue",1,"04","Bovinos","194","0",2014-11-11,1,2041,"2014/295_1"
"2042","2014/296","Secundario","España","EXTREMADURA","BADAJOZ","CASTUERA",NA,"Zalamea de la Serena","Badajoz","Bluetongue",1,"04","Ovinos","500","0",2014-11-11,1,2042,"2014/296_1"
"2043","2014/297","Secundario","España","EXTREMADURA","BADAJOZ","DON BENITO",NA,"Acedera","Badajoz","Bluetongue",1,"04","Ovinos","346","0",2014-11-11,1,2043,"2014/297_1"
"2044","2014/298","Secundario","España","EXTREMADURA","BADAJOZ","DON BENITO",NA,"Campanario","Badajoz","Bluetongue",1,"04","Ovinos","243","0",2014-11-11,1,2044,"2014/298_1"
"2045","2014/299","Secundario","España","EXTREMADURA","BADAJOZ","DON BENITO",NA,"Medellín","Badajoz","Bluetongue",1,"04","Ovinos","177","0",2014-11-11,1,2045,"2014/299_1"
"2046","2014/287","Secundario","España","ANDALUCÍA","CÁDIZ","LITORAL",NA,"Conil de la Frontera","Cádiz","Bluetongue",1,"01","Ovinos","206","17",2014-11-13,1,2046,"2014/287_1"
"2047","2014/288","Secundario","España","ANDALUCÍA","JAÉN","LINARES (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Linares","Jaén","Bluetongue",1,"04","Bovinos","114","0",2014-11-13,1,2047,"2014/288_1"
"2048","2014/289","Secundario","España","ANDALUCÍA","JAÉN","LINARES (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Linares","Jaén","Bluetongue",1,"04","Ovinos","855","60",2014-11-13,1,2048,"2014/289_1"
"2049","2014/290","Secundario","España","ANDALUCÍA","JAÉN","LINARES (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Arquillos","Jaén","Bluetongue",1,"04","Ovinos","68","1",2014-11-13,1,2049,"2014/290_1"
"2050","2014/291","Secundario","España","ANDALUCÍA","SEVILLA","CARMONA (LOS ARCORES)",NA,"Carmona","Sevilla","Bluetongue",1,"04","Ovinos","36","4",2014-11-03,1,2050,"2014/291_1"
"2051","2014/292","Secundario","España","ANDALUCÍA","SEVILLA","CARMONA (LOS ARCORES)",NA,"Viso del Alcor, El","Sevilla","Bluetongue",1,"04","Ovinos","195","5",2014-11-11,1,2051,"2014/292_1"
"2052","2014/282","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"Arcos de la Frontera","Cádiz","Bluetongue",1,"04","Ovinos","550","5",2014-11-04,1,2052,"2014/282_1"
"2053","2014/283","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Andújar","Jaén","Bluetongue",1,"04","Ovinos","9","4",2014-11-03,1,2053,"2014/283_1"
"2054","2014/284","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Andújar","Jaén","Bluetongue",1,"04","Ovinos","42","8",2014-10-31,1,2054,"2014/284_1"
"2055","2014/285","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Obejo","Córdoba","Bluetongue",1,"04","Ovinos","1772","70",2014-10-31,1,2055,"2014/285_1"
"2056","2014/286","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Espiel","Córdoba","Bluetongue",1,"04","Ovinos","27","8",2014-10-30,1,2056,"2014/286_1"
"2057","2014/272","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Castilblanco","Badajoz","Bluetongue",1,"04","Bovinos","277","0",2014-11-07,1,2057,"2014/272_1"
"2058","2014/273","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Casas de Don Pedro","Badajoz","Bluetongue",1,"04","Bovinos","136","0",2014-11-07,1,2058,"2014/273_1"
"2059","2014/274","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Valdecaballeros","Badajoz","Bluetongue",1,"04","Bovinos","161","0",2014-11-07,1,2059,"2014/274_1"
"2060","2014/275","Secundario","España","EXTREMADURA","BADAJOZ","CASTUERA",NA,"Benquerencia de la Serena","Badajoz","Bluetongue",1,"04","Bovinos","41","0",2014-11-07,1,2060,"2014/275_1"
"2061","2014/276","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Castilblanco","Badajoz","Bluetongue",1,"04","Ovinos","720","5",2014-11-07,1,2061,"2014/276_1"
"2062","2014/277","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Valdecaballeros","Badajoz","Bluetongue",1,"04","Ovinos","1695","30",2014-11-07,1,2062,"2014/277_1"
"2063","2014/278","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Valdecaballeros","Badajoz","Bluetongue",1,"04","Ovinos","568","30",2014-11-07,1,2063,"2014/278_1"
"2064","2014/279","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Esparragosa de Lares","Badajoz","Bluetongue",1,"04","Ovinos","1450","5",2014-11-07,1,2064,"2014/279_1"
"2065","2014/280","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Castilblanco","Badajoz","Bluetongue",1,"04","Ovinos","2360","60",2014-11-07,1,2065,"2014/280_1"
"2066","2014/281","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Esparragosa de Lares","Badajoz","Bluetongue",1,"04","Ovinos","863","34",2014-11-07,1,2066,"2014/281_1"
"2067","2014/257","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Carlota, La","Córdoba","Bluetongue",1,"04","Ovinos","54","25",2014-11-03,1,2067,"2014/257_1"
"2068","2014/258","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Guadalcanal","Sevilla","Bluetongue",1,"04","Ovinos","474","30",2014-10-31,1,2068,"2014/258_1"
"2069","2014/259","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Alcaracejos","Córdoba","Bluetongue",1,"04","Ovinos","65","12",2014-10-28,1,2069,"2014/259_1"
"2070","2014/260","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Guijo, El","Córdoba","Bluetongue",1,"04","Ovinos","605","170",2014-10-28,1,2070,"2014/260_1"
"2071","2014/261","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Guijo, El","Córdoba","Bluetongue",1,"04","Ovinos","299","12",2014-10-28,1,2071,"2014/261_1"
"2072","2014/262","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Pedroche","Córdoba","Bluetongue",1,"04","Ovinos","620","8",2014-10-28,1,2072,"2014/262_1"
"2073","2014/263","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Pedroche","Córdoba","Bluetongue",1,"04","Ovinos","480","10",2014-10-28,1,2073,"2014/263_1"
"2074","2014/264","Secundario","España","ANDALUCÍA","CÓRDOBA","VILLANUEVA DE CÓRDOBA (PEDROCHES III)",NA,"Villanueva de Córdoba","Córdoba","Bluetongue",1,"04","Ovinos","130","15",2014-10-31,1,2074,"2014/264_1"
"2075","2014/265","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","700","40",2014-10-28,1,2075,"2014/265_1"
"2076","2014/266","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","905","200",2014-10-28,1,2076,"2014/266_1"
"2077","2014/267","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","306","60",2014-10-28,1,2077,"2014/267_1"
"2078","2014/268","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","355","50",2014-10-28,1,2078,"2014/268_1"
"2079","2014/269","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Hinojosa del Duque","Córdoba","Bluetongue",1,"04","Ovinos","695","50",2014-10-30,1,2079,"2014/269_1"
"2080","2014/270","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Villanueva del Duque","Córdoba","Bluetongue",1,"04","Ovinos","706","14",2014-10-29,1,2080,"2014/270_1"
"2081","2014/271","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Viso, El","Córdoba","Bluetongue",1,"04","Ovinos","487","10",2014-10-28,1,2081,"2014/271_1"
"2082","2014/256","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Bovinos","112","70",2014-11-03,1,2082,"2014/256_1"
"2083","2014/255","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","1104","180",2014-11-03,1,2083,"2014/255_1"
"2084","2014/254","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","240","50",2014-11-03,1,2084,"2014/254_1"
"2085","2014/251","Secundario","España","EXTREMADURA","CÁCERES","LOGROSAN (ZORITA)",NA,"Logrosán","Badajoz","Bluetongue",1,"04","Ovinos","394","0",2014-11-05,1,2085,"2014/251_1"
"2086","2014/252","Secundario","España","EXTREMADURA","CÁCERES","LOGROSAN (ZORITA)",NA,"Logrosán","Badajoz","Bluetongue",1,"04","Ovinos","764","0",2014-11-05,1,2086,"2014/252_1"
"2087","2014/253","Secundario","España","EXTREMADURA","CÁCERES","LOGROSAN (ZORITA)",NA,"Alía","Badajoz","Bluetongue",1,"04","Bovinos","123","0",2014-11-05,1,2087,"2014/253_1"
"2088","2014/8","Secundario","España","ANDALUCÍA","SEVILLA","UTRERA (BAJO GUADALQUIVIR)",NA,"Utrera","Sevilla","West Nile Fever (West Nile)",1,"","Equidos","15","1",2014-11-06,3,2088,"2014/8_3"
"2089","2014/7","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","West Nile Fever (West Nile)",1,"","Equidos","3","1",2014-11-06,3,2089,"2014/7_3"
"2090","2014/239","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPO DE GIBRALTAR",NA,"Tarifa","Cádiz","Bluetongue",1,"01","Ovinos","551","33",2014-11-04,1,2090,"2014/239_1"
"2091","2014/240","Secundario","España","ANDALUCÍA","CÁDIZ","LA JANDA",NA,"Alcalá de los Gazules","Cádiz","Bluetongue",1,"01","Ovinos","14","1",2014-11-04,1,2091,"2014/240_1"
"2092","2014/241","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Córdoba","Córdoba","Bluetongue",1,"04","Ovinos","70","18",2014-11-03,1,2092,"2014/241_1"
"2093","2014/242","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Córdoba","Córdoba","Bluetongue",1,"04","Ovinos","267","70",2014-10-30,1,2093,"2014/242_1"
"2094","2014/243","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Andújar","Jaén","Bluetongue",1,"04","Ovinos","180","6",2014-11-03,1,2094,"2014/243_1"
"2095","2014/244","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","360","150",2014-10-30,1,2095,"2014/244_1"
"2096","2014/245","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","500","230",2014-10-30,1,2096,"2014/245_1"
"2097","2014/246","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"San José del Valle","Cádiz","Bluetongue",1,"04","Caprinos","450","38",2014-11-03,1,2097,"2014/246_1"
"2098","2014/247","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"San José del Valle","Cádiz","Bluetongue",1,"04","Ovinos","189","4",2014-11-03,1,2098,"2014/247_1"
"2099","2014/248","Secundario","España","ANDALUCÍA","CÓRDOBA","MONTORO (ALTO GUADALQUIVIR)",NA,"Adamuz","Córdoba","Bluetongue",1,"04","Ovinos","104","5",2014-10-27,1,2099,"2014/248_1"
"2100","2014/249","Secundario","España","ANDALUCÍA","SEVILLA","CARMONA (LOS ARCORES)",NA,"Carmona","Sevilla","Bluetongue",1,"04","Ovinos","2057","12",2014-11-03,1,2100,"2014/249_1"
"2101","2014/250","Secundario","España","ANDALUCÍA","SEVILLA","CARMONA (LOS ARCORES)",NA,"Carmona","Sevilla","Bluetongue",1,"04","Ovinos","117","10",2014-11-03,1,2101,"2014/250_1"
"2102","2014/228","Secundario","España","ANDALUCÍA","CÁDIZ","LA JANDA",NA,"Alcalá de los Gazules","Cádiz","Bluetongue",1,"04","Bovinos","1204","0",2014-10-28,1,2102,"2014/228_1"
"2103","2014/229","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"San José del Valle","Cádiz","Bluetongue",1,"04","Caprinos","963","0",2014-10-28,1,2103,"2014/229_1"
"2104","2014/230","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Andújar","Jaén","Bluetongue",1,"04","Ovinos","242","9",2014-10-30,1,2104,"2014/230_1"
"2105","2014/231","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Lahiguera","Jaén","Bluetongue",1,"04","Ovinos","356","1",2014-10-30,1,2105,"2014/231_1"
"2106","2014/232","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Andújar","Jaén","Bluetongue",1,"04","Ovinos","373","12",2014-10-30,1,2106,"2014/232_1"
"2107","2014/233","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","1253","5",2014-10-30,1,2107,"2014/233_1"
"2108","2014/234","Secundario","España","ANDALUCÍA","CÓRDOBA","MONTORO (ALTO GUADALQUIVIR)",NA,"Adamuz","Córdoba","Bluetongue",1,"04","Ovinos","200","9",2014-10-30,1,2108,"2014/234_1"
"2109","2014/235","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","1225","16",2014-10-30,1,2109,"2014/235_1"
"2110","2014/236","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","670","200",2014-10-30,1,2110,"2014/236_1"
"2111","2014/237","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","520","5",2014-10-30,1,2111,"2014/237_1"
"2112","2014/238","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","600","200",2014-10-30,1,2112,"2014/238_1"
"2113","2014/18","Primario","España","ARAGÓN","HUESCA","JACA",NA,"Santa Cilia","Huesca","Scrapie, Scrapie or Scrapie Scrapie",1,"","Ovinos","500","1",2014-10-17,2,2113,"2014/18_2"
"2114","2014/227","Primario","España","ANDALUCÍA","CÁDIZ","CAMPO DE GIBRALTAR",NA,"Tarifa","Cádiz","Bluetongue",1,"01","Caprinos","36","0",2014-10-28,1,2114,"2014/227_1"
"2115","2014/223","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Puebla de Alcocer","Badajoz","Bluetongue",1,"04","Ovinos","812","0",2014-10-30,1,2115,"2014/223_1"
"2116","2014/224","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Siruela","Badajoz","Bluetongue",1,"04","Ovinos","155","0",2014-10-30,1,2116,"2014/224_1"
"2117","2014/225","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Sancti-Spíritus","Badajoz","Bluetongue",1,"04","Bovinos","20","0",2014-10-30,1,2117,"2014/225_1"
"2118","2014/226","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Casas de Don Pedro","Badajoz","Bluetongue",1,"04","Bovinos","52","0",2014-10-30,1,2118,"2014/226_1"
"2119","2014/219","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Herrera del Duque","Badajoz","Bluetongue",1,"04","Ovinos","1338","6",2014-10-30,1,2119,"2014/219_1"
"2120","2014/220","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Herrera del Duque","Badajoz","Bluetongue",1,"04","Ovinos","470","17",2014-10-30,1,2120,"2014/220_1"
"2121","2014/221","Secundario","España","EXTREMADURA","BADAJOZ","CASTUERA",NA,"Valle de la Serena","Badajoz","Bluetongue",1,"04","Ovinos","1432","2",2014-10-30,1,2121,"2014/221_1"
"2122","2014/222","Secundario","España","EXTREMADURA","BADAJOZ","DON BENITO",NA,"Don Benito","Badajoz","Bluetongue",1,"04","Ovinos","456","4",2014-10-30,1,2122,"2014/222_1"
"2123","2014/213","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Posadas","Córdoba","Bluetongue",1,"04","Bovinos","178","0",2014-10-23,1,2123,"2014/213_1"
"2124","2014/214","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Hinojosa del Duque","Córdoba","Bluetongue",1,"04","Bovinos","48","0",2014-10-17,1,2124,"2014/214_1"
"2125","2014/215","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Belmez","Córdoba","Bluetongue",1,"04","Bovinos","228","0",2014-10-28,1,2125,"2014/215_1"
"2126","2014/216","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Villaverde del Río","Sevilla","Bluetongue",1,"04","Ovinos","429","100",2014-10-14,1,2126,"2014/216_1"
"2127","2014/217","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Cazalla de la Sierra","Sevilla","Bluetongue",1,"04","Ovinos","681","9",2014-10-24,1,2127,"2014/217_1"
"2128","2014/218","Secundario","España","ANDALUCÍA","SEVILLA","CARMONA (LOS ARCORES)",NA,"Carmona","Sevilla","Bluetongue",1,"04","Ovinos","833","42",2014-10-27,1,2128,"2014/218_1"
"2129","2014/206","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Siruela","Badajoz","Bluetongue",1,"04","Ovinos","860","30",2014-10-24,1,2129,"2014/206_1"
"2130","2014/207","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Siruela","Badajoz","Bluetongue",1,"04","Ovinos","1230","45",2014-10-24,1,2130,"2014/207_1"
"2131","2014/211","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","245","2",2014-10-28,1,2131,"2014/211_1"
"2132","2014/212","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","41","15",2014-10-28,1,2132,"2014/212_1"
"2133","2014/205","Secundario","España","ANDALUCÍA","CÓRDOBA","MONTORO (ALTO GUADALQUIVIR)",NA,"Carpio, El","Córdoba","Bluetongue",1,"04","Ovinos","730","9",2014-10-23,1,2133,"2014/205_1"
"2134","2014/204","Secundario","España","ANDALUCÍA","SEVILLA","CARMONA (LOS ARCORES)",NA,"Campana, La","Sevilla","Bluetongue",1,"04","Ovinos","401","20",2014-10-27,1,2134,"2014/204_1"
"2135","2014/208","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Siruela","Badajoz","Bluetongue",1,"04","Ovinos","155","6",2014-10-24,1,2135,"2014/208_1"
"2136","2014/209","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Siruela","Badajoz","Bluetongue",1,"04","Ovinos","670","2",2014-10-24,1,2136,"2014/209_1"
"2137","2014/210","Secundario","España","EXTREMADURA","BADAJOZ","HERRERA DEL DUQUE",NA,"Siruela","Badajoz","Bluetongue",1,"04","Ovinos","550","5",2014-10-24,1,2137,"2014/210_1"
"2138","2014/185","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","821","12",2014-10-27,1,2138,"2014/185_1"
"2139","2014/186","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Guijo, El","Córdoba","Bluetongue",1,"04","Ovinos","383","37",2014-10-27,1,2139,"2014/186_1"
"2140","2014/187","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Guijo, El","Córdoba","Bluetongue",1,"04","Ovinos","335","21",2014-10-27,1,2140,"2014/187_1"
"2141","2014/188","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Guijo, El","Córdoba","Bluetongue",1,"04","Ovinos","223","8",2014-10-27,1,2141,"2014/188_1"
"2142","2014/189","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Guijo, El","Córdoba","Bluetongue",1,"04","Ovinos","98","3",2014-10-27,1,2142,"2014/189_1"
"2143","2014/190","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Pedroche","Córdoba","Bluetongue",1,"04","Ovinos","37","3",2014-10-27,1,2143,"2014/190_1"
"2144","2014/191","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Palma del Río","Córdoba","Bluetongue",1,"04","Ovinos","120","20",2014-10-27,1,2144,"2014/191_1"
"2145","2014/192","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Palma del Río","Córdoba","Bluetongue",1,"04","Ovinos","343","35",2014-10-27,1,2145,"2014/192_1"
"2146","2014/193","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","2008","303",2014-10-27,1,2146,"2014/193_1"
"2147","2014/194","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Villanueva del Río y Minas","Sevilla","Bluetongue",1,"04","Bovinos","181","0",2014-10-24,1,2147,"2014/194_1"
"2148","2014/195","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Lora del Río","Sevilla","Bluetongue",1,"04","Bovinos","494","0",2014-10-21,1,2148,"2014/195_1"
"2149","2014/196","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Guadalcanal","Sevilla","Bluetongue",1,"04","Ovinos","1400","10",2014-10-21,1,2149,"2014/196_1"
"2150","2014/197","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Brenes","Sevilla","Bluetongue",1,"04","Bovinos","746","0",2014-10-21,1,2150,"2014/197_1"
"2151","2014/198","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Andújar","Jaén","Bluetongue",1,"04","Ovinos","453","6",2014-10-24,1,2151,"2014/198_1"
"2152","2014/199","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Marmolejo","Jaén","Bluetongue",1,"04","Ovinos","40","14",2014-10-24,1,2152,"2014/199_1"
